id,root,quality,quality_label,formula,level,category,shape_name,fret_code,frets,string_set,inversion,triad_inversion,priority,max_fret,fret_span_excluding_open,notes_sharp,intervals,related_suspended_ids
D_sus2_triad_related_suspended_from_D_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-12-12-11-x-x_sus2_x-12-12-9-x-x,D,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-12-12-11-x-x_sus2,x-12-12-9-x-x,"[null, 12, 12, 9, null, null]",5-4-3,second_inversion,,65,12,3,None A D E None None,None 5 1 2 None None,{}
D_sus2_triad_related_suspended_from_D_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-12-11-10-x_sus2_x-x-12-9-10-x,D,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-12-11-10-x_sus2,x-x-12-9-10-x,"[null, null, 12, 9, 10, null]",4-3-2,root_position,,65,12,3,None None D E A None,None None 1 2 5 None,{}
D_sus2_triad_related_suspended_from_D_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-16-14-15-x_sus2_x-x-14-14-15-x,D,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-16-14-15-x_sus2,x-x-14-14-15-x,"[null, null, 14, 14, 15, null]",4-3-2,first_inversion_or_suspended_bass,,65,15,1,None None E A D None,None None 2 5 1 None,{}
D_sus2_triad_related_suspended_from_D_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-14-15-14_sus2_x-x-x-14-15-12,D,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-14-15-14_sus2,x-x-x-14-15-12,"[null, null, null, 14, 15, 12]",3-2-1,second_inversion,,65,15,3,None None None A D E,None None None 5 1 2,{}
D_sus2_triad_related_suspended_from_D_major_triad_position_triad_6-5-4_second_inversion_5-1-3_17-17-16-x-x-x_sus2_17-17-14-x-x-x,D,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_6-5-4_second_inversion_5-1-3_17-17-16-x-x-x_sus2,17-17-14-x-x-x,"[17, 17, 14, null, null, null]",6-5-4,second_inversion,,65,17,3,A D E None None None,5 1 2 None None None,{}
D_sus2_triad_related_suspended_from_D_major_triad_position_triad_5-4-3_root_position_1-3-5_x-17-16-14-x-x_sus2_x-17-14-14-x-x,D,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_5-4-3_root_position_1-3-5_x-17-16-14-x-x_sus2,x-17-14-14-x-x,"[null, 17, 14, 14, null, null]",5-4-3,root_position,,65,17,3,None D E A None None,None 1 2 5 None None,{}
D_sus4_caged_suspended_D_shape_sus4_x-x-0-2-3-3,D,sus4,sus4,1 4 5,intermediate_core,caged_suspended,D_shape_sus4,x-x-0-2-3-3,"[null, null, 0, 2, 3, 3]",,root_position,,30,3,1,None None D A D G,None None 1 5 1 4,{}
D_sus4_caged_suspended_C_shape_sus4_x-5-5-2-3-3,D,sus4,sus4,1 4 5,intermediate_core,caged_suspended,C_shape_sus4,x-5-5-2-3-3,"[null, 5, 5, 2, 3, 3]",,root_position,,30,5,3,None D G A D G,None 1 4 5 1 4,{}
D_sus4_caged_suspended_A_shape_sus4_x-5-7-7-8-5,D,sus4,sus4,1 4 5,intermediate_core,caged_suspended,A_shape_sus4,x-5-7-7-8-5,"[null, 5, 7, 7, 8, 5]",,root_position,,30,8,3,None D A D G A,None 1 5 1 4 5,{}
D_sus4_caged_suspended_E_shape_sus4_10-12-12-12-10-10,D,sus4,sus4,1 4 5,intermediate_core,caged_suspended,E_shape_sus4,10-12-12-12-10-10,"[10, 12, 12, 12, 10, 10]",,root_position,,30,12,2,D A D G A D,1 5 1 4 5 1,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_6-5-4_first_inversion_3-5-1_2-0-0-x-x-x_sus4_3-0-0-x-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_6-5-4_first_inversion_3-5-1_2-0-0-x-x-x_sus4,3-0-0-x-x-x,"[3, 0, 0, null, null, null]",6-5-4,first_inversion_or_suspended_bass,,65,3,0,G A D None None None,4 5 1 None None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-2-3-2_sus4_x-x-x-2-3-3,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-2-3-2_sus4,x-x-x-2-3-3,"[null, null, null, 2, 3, 3]",3-2-1,second_inversion,,65,3,1,None None None A D G,None None None 5 1 4,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_6-5-4_second_inversion_5-1-3_5-5-4-x-x-x_sus4_5-5-5-x-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_6-5-4_second_inversion_5-1-3_5-5-4-x-x-x_sus4,5-5-5-x-x-x,"[5, 5, 5, null, null, null]",6-5-4,second_inversion,,65,5,0,A D G None None None,5 1 4 None None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_5-4-3_root_position_1-3-5_x-5-4-2-x-x_sus4_x-5-5-2-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_5-4-3_root_position_1-3-5_x-5-4-2-x-x_sus4,x-5-5-2-x-x,"[null, 5, 5, 2, null, null]",5-4-3,root_position,,65,5,3,None D G A None None,None 1 4 5 None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-4-2-3-x_sus4_x-x-5-2-3-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-4-2-3-x_sus4,x-x-5-2-3-x,"[null, null, 5, 2, 3, null]",4-3-2,first_inversion_or_suspended_bass,,65,5,3,None None G A D None,None None 4 5 1 None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-7-7-7-x_sus4_x-x-7-7-8-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-7-7-7-x_sus4,x-x-7-7-8-x,"[null, null, 7, 7, 8, null]",4-3-2,second_inversion,,65,8,1,None None A D G None,None None 5 1 4 None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-7-7-5_sus4_x-x-x-7-8-5,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-7-7-5_sus4,x-x-x-7-8-5,"[null, null, null, 7, 8, 5]",3-2-1,root_position,,65,8,3,None None None D G A,None None None 1 4 5,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_6-5-4_root_position_1-3-5_10-9-7-x-x-x_sus4_10-10-7-x-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_6-5-4_root_position_1-3-5_10-9-7-x-x-x_sus4,10-10-7-x-x-x,"[10, 10, 7, null, null, null]",6-5-4,root_position,,65,10,3,D G A None None None,1 4 5 None None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-9-7-7-x-x_sus4_x-10-7-7-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-9-7-7-x-x_sus4,x-10-7-7-x-x,"[null, 10, 7, 7, null, null]",5-4-3,first_inversion_or_suspended_bass,,65,10,3,None G A D None None,None 4 5 1 None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-12-12-11-x-x_sus4_x-12-12-12-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-12-12-11-x-x_sus4,x-12-12-12-x-x,"[null, 12, 12, 12, null, null]",5-4-3,second_inversion,,65,12,0,None A D G None None,None 5 1 4 None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-12-11-10-x_sus4_x-x-12-12-10-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-12-11-10-x_sus4,x-x-12-12-10-x,"[null, null, 12, 12, 10, null]",4-3-2,root_position,,65,12,2,None None D G A None,None None 1 4 5 None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-11-10-10_sus4_x-x-x-12-10-10,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-11-10-10_sus4,x-x-x-12-10-10,"[null, null, null, 12, 10, 10]",3-2-1,first_inversion_or_suspended_bass,,65,12,2,None None None G A D,None None None 4 5 1,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_6-5-4_first_inversion_3-5-1_14-12-12-x-x-x_sus4_15-12-12-x-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_6-5-4_first_inversion_3-5-1_14-12-12-x-x-x_sus4,15-12-12-x-x-x,"[15, 12, 12, null, null, null]",6-5-4,first_inversion_or_suspended_bass,,65,15,3,G A D None None None,4 5 1 None None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-14-15-14_sus4_x-x-x-14-15-15,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-14-15-14_sus4,x-x-x-14-15-15,"[null, null, null, 14, 15, 15]",3-2-1,second_inversion,,65,15,1,None None None A D G,None None None 5 1 4,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_6-5-4_second_inversion_5-1-3_17-17-16-x-x-x_sus4_17-17-17-x-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_6-5-4_second_inversion_5-1-3_17-17-16-x-x-x_sus4,17-17-17-x-x-x,"[17, 17, 17, null, null, null]",6-5-4,second_inversion,,65,17,0,A D G None None None,5 1 4 None None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_5-4-3_root_position_1-3-5_x-17-16-14-x-x_sus4_x-17-17-14-x-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_5-4-3_root_position_1-3-5_x-17-16-14-x-x_sus4,x-17-17-14-x-x,"[null, 17, 17, 14, null, null]",5-4-3,root_position,,65,17,3,None D G A None None,None 1 4 5 None None,{}
D_sus4_triad_related_suspended_from_D_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-16-14-15-x_sus4_x-x-17-14-15-x,D,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_D_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-16-14-15-x_sus4,x-x-17-14-15-x,"[null, null, 17, 14, 15, null]",4-3-2,first_inversion_or_suspended_bass,,65,17,3,None None G A D None,None None 4 5 1 None,{}
D#_diminished_triad_position_triad_6-5-4_first_inversion_b3-b5-1_2-0-1-x-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_first_inversion_b3-b5-1,2-0-1-x-x-x,"[2, 0, 1, null, null, null]",6-5-4,first_inversion_or_suspended_bass,first_inversion,60,2,1,F# A D# None None None,b3 b5 1 None None None,{}
D#_diminished_triad_position_triad_4-3-2_first_inversion_b3-b5-1_x-x-4-2-4-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_first_inversion_b3-b5-1,x-x-4-2-4-x,"[null, null, 4, 2, 4, null]",4-3-2,first_inversion_or_suspended_bass,first_inversion,60,4,2,None None F# A D# None,None None b3 b5 1 None,{}
D#_diminished_triad_position_triad_3-2-1_second_inversion_b5-1-b3_x-x-x-2-4-2,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_second_inversion_b5-1-b3,x-x-x-2-4-2,"[null, null, null, 2, 4, 2]",3-2-1,second_inversion,second_inversion,60,4,2,None None None A D# F#,None None None b5 1 b3,{}
D#_diminished_triad_position_triad_6-5-4_second_inversion_b5-1-b3_5-6-4-x-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_second_inversion_b5-1-b3,5-6-4-x-x-x,"[5, 6, 4, null, null, null]",6-5-4,second_inversion,second_inversion,60,6,2,A D# F# None None None,b5 1 b3 None None None,{}
D#_diminished_triad_position_triad_5-4-3_root_position_1-b3-b5_x-6-4-2-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_root_position_1-b3-b5,x-6-4-2-x-x,"[null, 6, 4, 2, null, null]",5-4-3,root_position,root_position,60,6,4,None D# F# A None None,None 1 b3 b5 None None,{}
D#_diminished_triad_position_triad_4-3-2_second_inversion_b5-1-b3_x-x-7-8-7-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_second_inversion_b5-1-b3,x-x-7-8-7-x,"[null, null, 7, 8, 7, null]",4-3-2,second_inversion,second_inversion,60,8,1,None None A D# F# None,None None b5 1 b3 None,{}
D#_diminished_triad_position_triad_3-2-1_root_position_1-b3-b5_x-x-x-8-7-5,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_root_position_1-b3-b5,x-x-x-8-7-5,"[null, null, null, 8, 7, 5]",3-2-1,root_position,root_position,60,8,3,None None None D# F# A,None None None 1 b3 b5,{}
D#_diminished_triad_position_triad_5-4-3_first_inversion_b3-b5-1_x-9-7-8-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_first_inversion_b3-b5-1,x-9-7-8-x-x,"[null, 9, 7, 8, null, null]",5-4-3,first_inversion_or_suspended_bass,first_inversion,60,9,2,None F# A D# None None,None b3 b5 1 None None,{}
D#_diminished_triad_position_triad_6-5-4_root_position_1-b3-b5_11-9-7-x-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_root_position_1-b3-b5,11-9-7-x-x-x,"[11, 9, 7, null, null, null]",6-5-4,root_position,root_position,60,11,4,D# F# A None None None,1 b3 b5 None None None,{}
D#_diminished_triad_position_triad_3-2-1_first_inversion_b3-b5-1_x-x-x-11-10-11,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_first_inversion_b3-b5-1,x-x-x-11-10-11,"[null, null, null, 11, 10, 11]",3-2-1,first_inversion_or_suspended_bass,first_inversion,60,11,1,None None None F# A D#,None None None b3 b5 1,{}
D#_diminished_triad_position_triad_5-4-3_second_inversion_b5-1-b3_x-12-13-11-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_second_inversion_b5-1-b3,x-12-13-11-x-x,"[null, 12, 13, 11, null, null]",5-4-3,second_inversion,second_inversion,60,13,2,None A D# F# None None,None b5 1 b3 None None,{}
D#_diminished_triad_position_triad_4-3-2_root_position_1-b3-b5_x-x-13-11-10-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_root_position_1-b3-b5,x-x-13-11-10-x,"[null, null, 13, 11, 10, null]",4-3-2,root_position,root_position,60,13,3,None None D# F# A None,None None 1 b3 b5 None,{}
D#_diminished_triad_position_triad_6-5-4_first_inversion_b3-b5-1_14-12-13-x-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_first_inversion_b3-b5-1,14-12-13-x-x-x,"[14, 12, 13, null, null, null]",6-5-4,first_inversion_or_suspended_bass,first_inversion,60,14,2,F# A D# None None None,b3 b5 1 None None None,{}
D#_diminished_triad_position_triad_4-3-2_first_inversion_b3-b5-1_x-x-16-14-16-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_first_inversion_b3-b5-1,x-x-16-14-16-x,"[null, null, 16, 14, 16, null]",4-3-2,first_inversion_or_suspended_bass,first_inversion,60,16,2,None None F# A D# None,None None b3 b5 1 None,{}
D#_diminished_triad_position_triad_3-2-1_second_inversion_b5-1-b3_x-x-x-14-16-14,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_second_inversion_b5-1-b3,x-x-x-14-16-14,"[null, null, null, 14, 16, 14]",3-2-1,second_inversion,second_inversion,60,16,2,None None None A D# F#,None None None b5 1 b3,{}
D#_diminished_triad_position_triad_6-5-4_second_inversion_b5-1-b3_17-18-16-x-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_second_inversion_b5-1-b3,17-18-16-x-x-x,"[17, 18, 16, null, null, null]",6-5-4,second_inversion,second_inversion,60,18,2,A D# F# None None None,b5 1 b3 None None None,{}
D#_diminished_triad_position_triad_5-4-3_root_position_1-b3-b5_x-18-16-14-x-x,D#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_root_position_1-b3-b5,x-18-16-14-x-x,"[null, 18, 16, 14, null, null]",5-4-3,root_position,root_position,60,18,4,None D# F# A None None,None 1 b3 b5 None None,{}
D#_diminished7_movable_diminished_A_root_dim7_diamond_x-6-7-5-7-x,D#,diminished7,dim7,1 b3 b5 bb7,intermediate_core,movable_diminished,A_root_dim7_diamond,x-6-7-5-7-x,"[null, 6, 7, 5, 7, null]",,root_position,,45,7,2,None D# A C F# None,None 1 b5 6/bb7 b3 None,{}
D#_diminished7_movable_diminished_E_root_dim7_barre_11-x-10-11-10-x,D#,diminished7,dim7,1 b3 b5 bb7,intermediate_core,movable_diminished,E_root_dim7_barre,11-x-10-11-10-x,"[11, null, 10, 11, 10, null]",,root_position,,45,11,1,D# None C F# A None,1 None 6/bb7 b3 b5 None,{}
D#_diminished7_compact_seventh_position_seventh_4-3-2-1_1-b5-bb7-b3_x-x-1-2-1-2,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_1-b5-bb7-b3,x-x-1-2-1-2,"[null, null, 1, 2, 1, 2]",4-3-2-1,root_position,,80,2,1,None None D# A C F#,None None 1 b5 6/bb7 b3,{}
D#_diminished7_compact_seventh_position_seventh_6-5-4-3_b3-bb7-1-b5_2-3-1-2-x-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_b3-bb7-1-b5,2-3-1-2-x-x,"[2, 3, 1, 2, null, null]",6-5-4-3,first_inversion_or_suspended_bass,,80,3,2,F# C D# A None None,b3 6/bb7 1 b5 None None,{}
D#_diminished7_compact_seventh_position_seventh_5-4-3-2_bb7-b3-b5-1_x-3-4-2-4-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_bb7-b3-b5-1,x-3-4-2-4-x,"[null, 3, 4, 2, 4, null]",5-4-3-2,seventh_in_bass,,80,4,2,None C F# A D# None,None 6/bb7 b3 b5 1 None,{}
D#_diminished7_compact_seventh_position_seventh_6-5-4-3_b3-b5-1-bb7_2-0-1-5-x-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_b3-b5-1-bb7,2-0-1-5-x-x,"[2, 0, 1, 5, null, null]",6-5-4-3,first_inversion_or_suspended_bass,,80,5,4,F# A D# C None None,b3 b5 1 6/bb7 None None,{}
D#_diminished7_compact_seventh_position_seventh_5-4-3-2_b5-b3-bb7-1_x-0-4-5-4-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_b5-b3-bb7-1,x-0-4-5-4-x,"[null, 0, 4, 5, 4, null]",5-4-3-2,second_inversion,,80,5,1,None A F# C D# None,None b5 b3 6/bb7 1 None,{}
D#_diminished7_compact_seventh_position_seventh_4-3-2-1_b3-bb7-1-b5_x-x-4-5-4-5,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_b3-bb7-1-b5,x-x-4-5-4-5,"[null, null, 4, 5, 4, 5]",4-3-2-1,first_inversion_or_suspended_bass,,80,5,1,None None F# C D# A,None None b3 6/bb7 1 b5,{}
D#_diminished7_compact_seventh_position_seventh_6-5-4-3_b5-1-b3-bb7_5-6-4-5-x-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_b5-1-b3-bb7,5-6-4-5-x-x,"[5, 6, 4, 5, null, null]",6-5-4-3,second_inversion,,80,6,2,A D# F# C None None,b5 1 b3 6/bb7 None None,{}
D#_diminished7_compact_seventh_position_seventh_4-3-2-1_b5-1-b3-bb7_x-x-7-8-7-8,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_b5-1-b3-bb7,x-x-7-8-7-8,"[null, null, 7, 8, 7, 8]",4-3-2-1,second_inversion,,80,8,1,None None A D# F# C,None None b5 1 b3 6/bb7,{}
D#_diminished7_compact_seventh_position_seventh_6-5-4-3_bb7-b3-b5-1_8-9-7-8-x-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_bb7-b3-b5-1,8-9-7-8-x-x,"[8, 9, 7, 8, null, null]",6-5-4-3,seventh_in_bass,,80,9,2,C F# A D# None None,6/bb7 b3 b5 1 None None,{}
D#_diminished7_compact_seventh_position_seventh_5-4-3-2_b3-bb7-1-b5_x-9-10-8-10-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_b3-bb7-1-b5,x-9-10-8-10-x,"[null, 9, 10, 8, 10, null]",5-4-3-2,first_inversion_or_suspended_bass,,80,10,2,None F# C D# A None,None b3 6/bb7 1 b5 None,{}
D#_diminished7_compact_seventh_position_seventh_4-3-2-1_bb7-b3-b5-1_x-x-10-11-10-11,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_bb7-b3-b5-1,x-x-10-11-10-11,"[null, null, 10, 11, 10, 11]",4-3-2-1,seventh_in_bass,,80,11,1,None None C F# A D#,None None 6/bb7 b3 b5 1,{}
D#_diminished7_compact_seventh_position_seventh_6-5-4-3_1-b5-bb7-b3_11-12-10-11-x-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_1-b5-bb7-b3,11-12-10-11-x-x,"[11, 12, 10, 11, null, null]",6-5-4-3,root_position,,80,12,2,D# A C F# None None,1 b5 6/bb7 b3 None None,{}
D#_diminished7_compact_seventh_position_seventh_5-4-3-2_b5-1-b3-bb7_x-12-13-11-13-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_b5-1-b3-bb7,x-12-13-11-13-x,"[null, 12, 13, 11, 13, null]",5-4-3-2,second_inversion,,80,13,2,None A D# F# C None,None b5 1 b3 6/bb7 None,{}
D#_diminished7_compact_seventh_position_seventh_4-3-2-1_1-b5-bb7-b3_x-x-13-14-13-14,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_1-b5-bb7-b3,x-x-13-14-13-14,"[null, null, 13, 14, 13, 14]",4-3-2-1,root_position,,80,14,1,None None D# A C F#,None None 1 b5 6/bb7 b3,{}
D#_diminished7_compact_seventh_position_seventh_6-5-4-3_b3-bb7-1-b5_14-15-13-14-x-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_b3-bb7-1-b5,14-15-13-14-x-x,"[14, 15, 13, 14, null, null]",6-5-4-3,first_inversion_or_suspended_bass,,80,15,2,F# C D# A None None,b3 6/bb7 1 b5 None None,{}
D#_diminished7_compact_seventh_position_seventh_5-4-3-2_bb7-b3-b5-1_x-15-16-14-16-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_bb7-b3-b5-1,x-15-16-14-16-x,"[null, 15, 16, 14, 16, null]",5-4-3-2,seventh_in_bass,,80,16,2,None C F# A D# None,None 6/bb7 b3 b5 1 None,{}
D#_diminished7_compact_seventh_position_seventh_4-3-2-1_b3-bb7-1-b5_x-x-16-17-16-17,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_b3-bb7-1-b5,x-x-16-17-16-17,"[null, null, 16, 17, 16, 17]",4-3-2-1,first_inversion_or_suspended_bass,,80,17,1,None None F# C D# A,None None b3 6/bb7 1 b5,{}
D#_diminished7_compact_seventh_position_seventh_6-5-4-3_b5-1-b3-bb7_17-18-16-17-x-x,D#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_b5-1-b3-bb7,17-18-16-17-x-x,"[17, 18, 16, 17, null, null]",6-5-4-3,second_inversion,,80,18,2,A D# F# C None None,b5 1 b3 6/bb7 None None,{}
D#_dominant7_caged_seventh_D_shape_7_x-x-1-3-2-3,D#,dominant7,7,1 3 5 b7,intermediate_core,caged_seventh,D_shape_7,x-x-1-3-2-3,"[null, null, 1, 3, 2, 3]",,root_position,,35,3,2,None None D# A# C# G,None None 1 5 b7 3,{}
D#_dominant7_caged_seventh_A_shape_7_x-6-8-6-8-6,D#,dominant7,7,1 3 5 b7,intermediate_core,caged_seventh,A_shape_7,x-6-8-6-8-6,"[null, 6, 8, 6, 8, 6]",,root_position,,35,8,2,None D# A# C# G A#,None 1 5 b7 3 5,{}
D#_dominant7_caged_seventh_G_shape_7_11-10-8-8-8-9,D#,dominant7,7,1 3 5 b7,intermediate_core,caged_seventh,G_shape_7,11-10-8-8-8-9,"[11, 10, 8, 8, 8, 9]",,root_position,,35,11,3,D# G A# D# G C#,1 3 5 1 3 b7,{}
D#_dominant7_caged_seventh_E_shape_7_11-13-11-12-11-11,D#,dominant7,7,1 3 5 b7,intermediate_core,caged_seventh,E_shape_7,11-13-11-12-11-11,"[11, 13, 11, 12, 11, 11]",,root_position,,35,13,2,D# A# C# G A# D#,1 5 b7 3 5 1,{}
D#_dominant7_compact_seventh_position_seventh_5-4-3-2_5-1-3-b7_x-1-1-0-2-x,D#,dominant7,7,1 3 5 b7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_5-1-3-b7,x-1-1-0-2-x,"[null, 1, 1, 0, 2, null]",5-4-3-2,second_inversion,,80,2,1,None A# D# G C# None,None 5 1 3 b7 None,{}
D#_dominant7_compact_seventh_position_seventh_6-5-4-3_3-b7-1-5_3-4-1-3-x-x,D#,dominant7,7,1 3 5 b7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_3-b7-1-5,3-4-1-3-x-x,"[3, 4, 1, 3, null, null]",6-5-4-3,first_inversion_or_suspended_bass,,80,4,3,G C# D# A# None None,3 b7 1 5 None None,{}
D#_dominant7_compact_seventh_position_seventh_5-4-3-2_b7-3-5-1_x-4-5-3-4-x,D#,dominant7,7,1 3 5 b7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_b7-3-5-1,x-4-5-3-4-x,"[null, 4, 5, 3, 4, null]",5-4-3-2,seventh_in_bass,,80,5,2,None C# G A# D# None,None b7 3 5 1 None,{}
